timestamps,TP9,AF7,AF8,TP10,Right AUX
1741724736.033,-944.824,-937.988,-785.156,-937.012,0.000
1741724736.037,-1000.000,-1000.000,-885.254,-1000.000,0.000
1741724736.041,-848.633,-768.555,-653.809,-735.352,0.000
1741724736.045,562.012,662.109,-263.184,690.430,0.000
1741724736.049,999.512,999.512,-365.234,999.512,0.000
1741724736.052,902.832,905.762,-252.930,907.715,0.000
1741724736.056,981.934,984.375,470.703,983.887,0.000
1741724736.060,969.727,970.215,655.273,970.215,0.000
1741724736.064,969.727,970.215,221.191,970.215,0.000
1741724736.068,969.727,970.703,-145.996,970.703,0.000
1741724736.072,969.727,970.215,95.703,970.215,0.000
1741724736.076,969.727,970.215,772.949,970.215,0.000
1741724736.080,969.727,970.215,898.438,970.215,0.000
1741724736.084,969.727,970.215,801.270,970.703,0.000
1741724736.088,969.727,970.215,898.926,970.703,0.000
1741724736.091,969.727,970.703,937.500,970.215,0.000
1741724736.095,969.727,970.215,949.707,970.215,0.000
1741724736.099,969.727,970.703,968.750,970.703,0.000
1741724736.103,969.727,970.703,971.191,970.215,0.000
1741724736.107,969.727,970.215,968.750,970.215,0.000
1741724736.111,970.215,971.191,972.656,970.215,0.000
1741724736.115,970.703,968.750,965.820,984.375,0.000
1741724736.119,906.738,910.645,951.660,902.832,0.000
1741724736.123,999.512,999.512,961.914,999.512,0.000
1741724736.127,188.965,152.832,962.891,614.258,0.000
1741724736.131,-1000.000,-1000.000,967.773,-810.059,0.000
1741724736.134,-983.887,-979.004,742.676,-1000.000,0.000
1741724736.138,-973.145,-975.586,496.094,-942.383,0.000
1741724736.142,-1000.000,-1000.000,515.137,-1000.000,0.000
1741724736.146,-1000.000,-1000.000,765.625,-1000.000,0.000
1741724736.150,-1000.000,-1000.000,846.191,-1000.000,0.000
1741724736.154,-1000.000,-1000.000,427.734,-1000.000,0.000
1741724736.158,-1000.000,-1000.000,359.375,-1000.000,0.000
1741724736.162,-1000.000,-1000.000,439.941,-1000.000,0.000
1741724736.166,-1000.000,-1000.000,-41.992,-1000.000,0.000
1741724736.170,-1000.000,-1000.000,-432.617,-1000.000,0.000
1741724736.173,-1000.000,-1000.000,-61.523,-1000.000,0.000
1741724736.177,-1000.000,-1000.000,144.043,-1000.000,0.000
1741724736.181,-1000.000,-1000.000,-94.238,-1000.000,0.000
1741724736.185,-1000.000,-1000.000,-265.137,-1000.000,0.000
1741724736.189,-1000.000,-1000.000,-265.625,-1000.000,0.000
1741724736.193,-1000.000,-1000.000,188.965,-1000.000,0.000
1741724736.197,-1000.000,-1000.000,236.816,-1000.000,0.000
1741724736.201,-1000.000,-1000.000,-126.465,-1000.000,0.000
1741724736.205,-969.238,-940.918,37.109,-967.773,0.000
1741724736.209,-993.164,-1000.000,124.512,-997.070,0.000
1741724736.213,-1000.000,-797.852,206.543,-1000.000,0.000
1741724736.216,236.816,620.605,62.012,254.883,0.000
1741724736.220,999.512,999.512,-229.980,999.512,0.000
1741724736.224,905.762,905.273,218.262,907.227,0.000
1741724736.228,972.168,983.398,597.656,973.145,0.000
1741724736.232,970.215,970.703,416.016,970.703,0.000
1741724736.236,969.727,970.215,504.395,970.215,0.000
1741724736.240,969.727,970.215,840.332,970.215,0.000
1741724736.244,969.727,970.215,999.512,970.215,0.000
1741724736.248,969.727,970.215,877.930,970.215,0.000
1741724736.252,969.727,970.703,780.762,970.703,0.000
1741724736.255,969.727,970.703,854.492,970.703,0.000
1741724736.259,969.727,970.215,944.824,970.215,0.000
1741724736.263,969.727,970.215,970.703,970.215,0.000
1741724736.267,970.215,970.215,914.551,970.215,0.000
1741724736.271,969.727,970.215,929.688,970.703,0.000
1741724736.275,969.727,970.703,993.164,970.215,0.000
1741724736.279,970.215,970.215,926.270,970.215,0.000
1741724736.283,969.727,970.215,688.965,970.215,0.000
1741724736.287,969.727,970.703,783.203,970.215,0.000
1741724736.291,969.727,970.703,985.840,970.215,0.000
1741724736.295,979.980,981.934,986.816,983.887,0.000
1741724736.298,897.461,896.973,846.191,913.574,0.000
1741724736.302,999.512,999.512,719.238,999.512,0.000
1741724736.306,385.254,423.340,894.531,791.504,0.000
1741724736.310,-992.676,-975.586,979.492,-614.746,0.000
1741724736.314,-1000.000,-1000.000,972.656,-1000.000,0.000
1741724736.318,-957.031,-954.102,950.684,-935.547,0.000
1741724736.322,-1000.000,-1000.000,918.945,-1000.000,0.000
1741724736.326,-1000.000,-1000.000,968.262,-1000.000,0.000
1741724736.330,-1000.000,-1000.000,974.121,-1000.000,0.000
1741724736.334,-1000.000,-1000.000,967.773,-1000.000,0.000
1741724736.338,-1000.000,-1000.000,973.633,-1000.000,0.000
1741724736.341,-1000.000,-1000.000,952.148,-1000.000,0.000
1741724736.345,-1000.000,-1000.000,999.512,-1000.000,0.000
1741724736.349,-1000.000,-1000.000,837.402,-1000.000,0.000
1741724736.353,-1000.000,-1000.000,554.199,-1000.000,0.000
1741724736.357,-1000.000,-1000.000,848.633,-1000.000,0.000
1741724736.361,-1000.000,-1000.000,948.242,-1000.000,0.000
1741724736.365,-1000.000,-1000.000,724.121,-1000.000,0.000
1741724736.369,-1000.000,-983.887,515.625,-1000.000,0.000
1741724736.373,-937.988,-964.355,486.816,-938.965,0.000
1741724736.377,-1000.000,-1000.000,767.090,-1000.000,0.000
1741724736.380,-214.844,42.969,830.566,-199.707,0.000
1741724736.384,999.512,999.512,842.773,999.512,0.000
1741724736.388,952.637,921.387,976.074,951.172,0.000
1741724736.392,942.871,961.914,961.914,944.824,0.000
1741724736.396,976.562,972.168,993.652,976.562,0.000
1741724736.400,969.727,970.703,810.059,970.215,0.000
1741724736.404,969.727,970.703,621.582,970.215,0.000
1741724736.408,969.727,970.703,815.918,970.703,0.000
1741724736.412,969.727,970.703,998.535,970.215,0.000
1741724736.416,969.727,970.215,856.934,970.215,0.000
1741724736.420,969.727,970.703,443.848,970.215,0.000
1741724736.423,969.727,970.215,579.102,970.215,0.000
1741724736.427,969.727,970.703,996.582,970.215,0.000
1741724736.431,969.727,970.703,962.891,970.215,0.000
1741724736.435,969.727,970.703,719.727,970.703,0.000
1741724736.439,969.727,970.215,717.773,970.215,0.000
1741724736.443,975.586,979.492,940.918,971.680,0.000
1741724736.447,945.312,934.082,858.398,964.355,0.000
1741724736.451,948.242,977.539,573.730,917.480,0.000
1741724736.455,999.512,971.680,623.047,999.512,0.000
1741724736.459,-179.688,-341.797,934.570,82.031,0.000
1741724736.463,-1000.000,-1000.000,999.512,-1000.000,0.000
1741724736.466,-941.406,-935.547,597.168,-969.727,0.000
1741724736.470,-998.535,-1000.000,194.824,-980.957,0.000
1741724736.474,-1000.000,-1000.000,692.383,-1000.000,0.000
1741724736.478,-1000.000,-1000.000,790.039,-1000.000,0.000
1741724736.482,-1000.000,-1000.000,58.594,-1000.000,0.000
1741724736.486,-1000.000,-1000.000,-216.797,-1000.000,0.000
1741724736.490,-1000.000,-1000.000,-28.320,-1000.000,0.000
1741724736.494,-1000.000,-1000.000,459.473,-1000.000,0.000
1741724736.498,-1000.000,-1000.000,491.211,-1000.000,0.000
1741724736.502,-1000.000,-1000.000,13.184,-1000.000,0.000
1741724736.505,-1000.000,-1000.000,-32.715,-1000.000,0.000
1741724736.509,-1000.000,-1000.000,465.332,-1000.000,0.000
1741724736.513,-940.430,-925.781,260.742,-935.547,0.000
1741724736.517,-1000.000,-1000.000,-212.402,-1000.000,0.000
1741724736.521,-799.805,-517.090,176.758,-730.957,0.000
1741724736.525,625.977,909.668,584.961,706.055,0.000
1741724736.529,999.512,999.512,267.090,999.512,0.000
1741724736.533,903.809,918.945,-194.336,907.227,0.000
1741724736.537,983.398,985.352,-29.297,984.863,0.000
1741724736.541,969.727,970.215,398.926,970.215,0.000
1741724736.545,969.727,970.703,560.059,970.215,0.000
1741724736.548,969.727,970.703,458.496,970.215,0.000
1741724736.552,969.727,970.215,525.879,970.215,0.000
1741724736.556,969.727,970.215,907.227,970.215,0.000
1741724736.560,969.727,970.703,966.309,970.215,0.000
1741724736.564,970.215,970.703,744.141,970.215,0.000
1741724736.568,969.727,970.703,822.266,970.215,0.000
1741724736.572,969.727,970.215,979.004,970.215,0.000
1741724736.576,981.934,985.352,979.980,975.586,0.000
1741724736.580,920.898,906.250,898.926,948.242,0.000
1741724736.584,999.512,999.512,571.289,946.289,0.000
1741724736.587,876.953,709.961,366.699,999.512,0.000
1741724736.591,-502.930,-725.098,654.785,-152.832,0.000
1741724736.595,-1000.000,-1000.000,832.520,-1000.000,0.000
1741724736.599,-933.105,-937.012,323.242,-944.824,0.000
1741724736.603,-1000.000,-1000.000,141.602,-996.582,0.000
1741724736.607,-1000.000,-1000.000,406.250,-1000.000,0.000
1741724736.611,-1000.000,-1000.000,593.262,-1000.000,0.000
1741724736.615,-1000.000,-1000.000,418.945,-1000.000,0.000
1741724736.619,-1000.000,-1000.000,368.164,-1000.000,0.000
1741724736.623,-1000.000,-1000.000,379.395,-1000.000,0.000
1741724736.627,-1000.000,-1000.000,429.688,-1000.000,0.000
1741724736.630,-1000.000,-1000.000,598.145,-1000.000,0.000
1741724736.634,-1000.000,-1000.000,172.363,-1000.000,0.000
1741724736.638,-1000.000,-1000.000,78.125,-1000.000,0.000
1741724736.642,-1000.000,-1000.000,470.703,-1000.000,0.000
1741724736.646,-1000.000,-1000.000,435.059,-1000.000,0.000
1741724736.650,-979.980,-971.680,78.613,-974.609,0.000
1741724736.654,-971.191,-988.281,-33.691,-982.422,0.000
1741724736.658,-1000.000,-1000.000,285.156,-1000.000,0.000
1741724736.662,99.609,208.496,543.457,166.992,0.000
1741724736.666,999.512,999.512,603.027,999.512,0.000
1741724736.670,914.551,908.203,562.500,911.621,0.000
1741724736.673,965.332,971.191,736.816,969.238,0.000
1741724736.677,970.703,970.703,900.391,971.191,0.000
1741724736.681,969.727,970.703,851.562,970.215,0.000
1741724736.685,969.727,970.703,637.207,970.215,0.000
1741724736.689,969.727,970.703,687.500,970.703,0.000
1741724736.693,969.727,970.703,979.492,970.215,0.000
1741724736.697,969.727,970.703,881.348,970.215,0.000
1741724736.701,969.727,970.703,704.590,970.703,0.000
1741724736.705,969.727,970.215,787.109,970.703,0.000
1741724736.709,969.727,970.215,975.586,970.215,0.000
1741724736.712,969.727,970.215,996.094,970.215,0.000
1741724736.716,969.727,970.215,748.047,970.215,0.000
1741724736.720,969.727,970.215,746.582,970.703,0.000
1741724736.724,969.727,971.680,988.770,970.703,0.000
1741724736.728,969.727,966.309,984.375,970.215,0.000
1741724736.732,969.727,978.027,820.312,970.215,0.000
1741724736.736,970.215,956.055,737.793,971.191,0.000
1741724736.740,970.703,913.086,909.668,969.238,0.000
1741724736.744,906.738,901.367,983.887,910.645,0.000
1741724736.748,999.512,999.512,937.500,999.512,0.000
1741724736.752,188.965,186.035,906.738,156.738,0.000
1741724736.755,-1000.000,-1000.000,962.402,-1000.000,0.000
1741724736.759,-983.887,-983.887,987.793,-979.492,0.000
1741724736.763,-973.145,-973.145,870.117,-975.586,0.000
1741724736.767,-1000.000,-1000.000,705.078,-1000.000,0.000
1741724736.771,-1000.000,-1000.000,414.062,-1000.000,0.000
1741724736.775,-1000.000,-1000.000,445.801,-1000.000,0.000
1741724736.779,-1000.000,-1000.000,909.668,-1000.000,0.000
1741724736.783,-1000.000,-1000.000,703.613,-1000.000,0.000
1741724736.787,-1000.000,-1000.000,323.242,-1000.000,0.000
1741724736.791,-1000.000,-1000.000,530.273,-1000.000,0.000
1741724736.795,-1000.000,-1000.000,682.129,-1000.000,0.000
1741724736.798,-1000.000,-1000.000,462.402,-1000.000,0.000
1741724736.802,-1000.000,-1000.000,622.070,-1000.000,0.000
1741724736.806,-1000.000,-1000.000,978.027,-1000.000,0.000
1741724736.810,-1000.000,-1000.000,902.344,-1000.000,0.000
1741724736.814,-1000.000,-1000.000,723.633,-1000.000,0.000
1741724736.818,-1000.000,-1000.000,322.266,-1000.000,0.000
1741724736.822,-1000.000,-1000.000,280.762,-1000.000,0.000
1741724736.826,-974.121,-935.059,861.816,-981.934,0.000
1741724736.830,-982.422,-1000.000,707.031,-968.262,0.000
1741724736.834,-1000.000,-726.074,299.316,-1000.000,0.000
1741724736.837,171.387,709.961,385.254,71.289,0.000
1741724736.841,999.512,999.512,668.945,999.512,0.000
1741724736.845,910.156,907.715,749.023,918.457,0.000
1741724736.849,969.238,984.863,758.789,963.379,0.000
1741724736.853,970.215,970.215,981.934,971.680,0.000
1741724736.857,969.727,970.215,962.891,970.215,0.000
1741724736.861,969.727,970.703,976.074,970.215,0.000
1741724736.865,969.727,970.703,942.383,970.703,0.000
1741724736.869,969.727,970.215,756.836,970.703,0.000
1741724736.873,969.727,970.215,797.363,970.215,0.000
1741724736.877,969.727,970.215,953.613,970.215,0.000
1741724736.880,969.727,970.703,914.551,970.215,0.000
1741724736.884,969.727,970.703,492.188,970.215,0.000
1741724736.888,969.727,970.215,607.910,970.703,0.000
1741724736.892,970.215,970.703,999.512,970.215,0.000
1741724736.896,970.703,970.703,976.074,979.004,0.000
1741724736.900,907.227,907.715,930.176,899.902,0.000
1741724736.904,999.512,999.512,862.793,999.512,0.000
1741724736.908,188.965,183.594,948.730,356.445,0.000
1741724736.912,-1000.000,-1000.000,978.516,-1000.000,0.000
1741724736.916,-983.887,-982.910,703.613,-1000.000,0.000
1741724736.919,-973.145,-973.633,135.254,-959.473,0.000
1741724736.923,-1000.000,-1000.000,125.488,-1000.000,0.000
1741724736.927,-1000.000,-1000.000,449.707,-1000.000,0.000
1741724736.931,-1000.000,-1000.000,294.922,-1000.000,0.000
1741724736.935,-1000.000,-1000.000,-202.637,-1000.000,0.000
1741724736.939,-1000.000,-1000.000,-327.637,-1000.000,0.000
1741724736.943,-1000.000,-1000.000,156.738,-1000.000,0.000
1741724736.947,-1000.000,-1000.000,344.727,-1000.000,0.000
1741724736.951,-1000.000,-1000.000,-76.660,-1000.000,0.000
1741724736.955,-1000.000,-1000.000,-425.781,-1000.000,0.000
1741724736.959,-1000.000,-1000.000,-9.277,-1000.000,0.000
1741724736.962,-1000.000,-1000.000,217.285,-1000.000,0.000
1741724736.966,-1000.000,-1000.000,-215.820,-1000.000,0.000
1741724736.970,-1000.000,-1000.000,-587.891,-1000.000,0.000
1741724736.974,-1000.000,-1000.000,-148.438,-1000.000,0.000
1741724736.978,-1000.000,-1000.000,96.680,-1000.000,0.000
1741724736.982,-937.500,-932.129,-600.586,-931.152,0.000
1741724736.986,-1000.000,-1000.000,-696.777,-1000.000,0.000
1741724736.990,-770.508,-696.289,-244.141,-648.438,0.000
1741724736.994,664.551,752.930,-32.227,787.598,0.000
1741724736.998,999.512,999.512,-262.207,999.512,0.000
1741724737.002,904.785,908.203,-462.402,911.621,0.000
1741724737.005,983.887,985.840,72.266,985.352,0.000
1741724737.009,969.727,970.703,372.559,970.215,0.000
1741724737.013,969.727,970.703,136.230,970.215,0.000
1741724737.017,969.727,970.703,-374.023,970.215,0.000
1741724737.021,969.727,970.703,-264.648,970.215,0.000
1741724737.025,969.727,970.703,60.547,970.215,0.000
1741724737.029,969.727,970.215,-14.648,970.215,0.000
1741724737.033,969.727,970.703,-156.738,970.215,0.000
1741724737.037,969.727,970.215,-169.434,970.703,0.000
1741724737.041,969.727,970.703,451.660,970.215,0.000
1741724737.044,981.445,972.656,407.715,983.398,0.000
1741724737.048,895.996,905.762,-82.031,915.039,0.000
1741724737.052,999.512,999.512,-309.082,999.512,0.000
1741724737.056,420.898,215.820,-369.141,804.199,0.000
1741724737.060,-976.074,-1000.000,65.430,-597.168,0.000
1741724737.064,-1000.000,-988.281,45.410,-1000.000,0.000
1741724737.068,-954.102,-970.703,-635.254,-935.059,0.000
1741724737.072,-1000.000,-1000.000,-725.098,-1000.000,0.000
1741724737.076,-1000.000,-1000.000,-484.863,-1000.000,0.000
1741724737.080,-1000.000,-1000.000,-773.438,-1000.000,0.000
1741724737.084,-1000.000,-1000.000,-850.586,-1000.000,0.000
1741724737.087,-1000.000,-1000.000,-657.715,-1000.000,0.000
1741724737.091,-1000.000,-1000.000,-557.617,-1000.000,0.000
1741724737.095,-1000.000,-1000.000,-522.949,-1000.000,0.000
1741724737.099,-1000.000,-1000.000,-859.863,-1000.000,0.000
1741724737.103,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.107,-1000.000,-1000.000,-746.094,-1000.000,0.000
1741724737.111,-1000.000,-1000.000,-778.320,-1000.000,0.000
1741724737.115,-950.195,-954.102,-989.258,-936.523,0.000
1741724737.119,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.123,-896.973,-934.082,-871.582,-721.191,0.000
1741724737.127,490.723,434.082,-755.371,704.102,0.000
1741724737.130,999.512,999.512,-430.176,999.512,0.000
1741724737.134,902.344,903.320,-404.297,908.691,0.000
1741724737.138,980.469,979.492,-605.469,984.375,0.000
1741724737.142,969.727,970.703,-117.188,970.703,0.000
1741724737.146,969.727,970.703,-8.301,970.215,0.000
1741724737.150,970.215,970.703,-477.539,970.703,0.000
1741724737.154,969.727,970.703,-428.223,970.703,0.000
1741724737.158,969.727,970.703,220.703,970.215,0.000
1741724737.162,969.727,970.215,152.344,970.215,0.000
1741724737.166,970.215,970.215,-595.215,970.703,0.000
1741724737.169,969.727,970.703,-621.094,970.703,0.000
1741724737.173,969.727,970.215,-48.828,970.215,0.000
1741724737.177,969.727,970.703,513.672,970.215,0.000
1741724737.181,969.727,970.703,644.531,970.215,0.000
1741724737.185,969.727,970.703,147.949,970.703,0.000
1741724737.189,969.727,970.703,94.727,970.215,0.000
1741724737.193,969.727,970.215,460.449,970.215,0.000
1741724737.197,969.727,970.215,394.531,970.215,0.000
1741724737.201,969.727,970.703,129.395,970.215,0.000
1741724737.205,969.727,969.238,4.395,970.703,0.000
1741724737.209,969.727,969.727,283.691,970.703,0.000
1741724737.212,969.727,970.703,460.938,970.703,0.000
1741724737.216,969.727,970.215,394.043,970.215,0.000
1741724737.220,980.957,985.352,281.250,981.934,0.000
1741724737.224,925.293,909.180,639.648,923.828,0.000
1741724737.228,995.605,999.512,999.512,999.512,0.000
1741724737.232,917.480,749.023,704.102,896.973,0.000
1741724737.236,-441.895,-679.199,153.320,-470.703,0.000
1741724737.240,-1000.000,-1000.000,258.789,-1000.000,0.000
1741724737.244,-933.105,-935.547,338.867,-933.594,0.000
1741724737.248,-1000.000,-1000.000,-259.766,-1000.000,0.000
1741724737.251,-1000.000,-1000.000,-697.266,-1000.000,0.000
1741724737.255,-1000.000,-1000.000,-770.020,-1000.000,0.000
1741724737.259,-1000.000,-1000.000,-508.789,-1000.000,0.000
1741724737.263,-1000.000,-1000.000,-597.656,-1000.000,0.000
1741724737.267,-1000.000,-1000.000,-967.285,-1000.000,0.000
1741724737.271,-1000.000,-1000.000,-742.188,-1000.000,0.000
1741724737.275,-1000.000,-1000.000,-225.098,-1000.000,0.000
1741724737.279,-1000.000,-1000.000,-471.680,-1000.000,0.000
1741724737.283,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.287,-1000.000,-1000.000,-839.844,-1000.000,0.000
1741724737.291,-1000.000,-1000.000,-600.098,-1000.000,0.000
1741724737.294,-1000.000,-1000.000,-754.395,-1000.000,0.000
1741724737.298,-1000.000,-1000.000,-923.340,-1000.000,0.000
1741724737.302,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.306,-1000.000,-1000.000,-951.660,-1000.000,0.000
1741724737.310,-1000.000,-1000.000,-964.844,-1000.000,0.000
1741724737.314,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.318,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.322,-1000.000,-1000.000,-975.586,-1000.000,0.000
1741724737.326,-932.129,-928.711,-947.266,-927.246,0.000
1741724737.330,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.334,-310.059,-383.301,-1000.000,-584.473,0.000
1741724737.337,999.512,979.980,-1000.000,855.957,0.000
1741724737.341,968.750,981.934,-990.723,999.512,0.000
1741724737.345,935.547,930.176,-976.074,914.551,0.000
1741724737.349,979.004,981.934,-985.840,985.840,0.000
1741724737.353,970.215,970.703,-1000.000,970.703,0.000
1741724737.357,970.215,970.703,-771.973,970.703,0.000
1741724737.361,969.727,970.215,-404.297,970.215,0.000
1741724737.365,969.727,970.703,-412.598,970.703,0.000
1741724737.369,969.727,970.703,-472.168,970.215,0.000
1741724737.373,969.727,970.215,-392.090,970.215,0.000
1741724737.376,969.727,970.703,-229.980,970.703,0.000
1741724737.380,969.727,970.703,-402.832,970.703,0.000
1741724737.384,970.215,970.703,-789.062,970.215,0.000
1741724737.388,970.215,970.703,-607.910,970.215,0.000
1741724737.392,969.727,970.215,-73.730,970.215,0.000
1741724737.396,969.727,970.215,90.820,970.703,0.000
1741724737.400,969.727,970.703,33.691,970.215,0.000
1741724737.404,969.727,970.703,85.449,970.215,0.000
1741724737.408,969.727,970.215,177.734,970.703,0.000
1741724737.412,982.422,981.934,606.934,977.051,0.000
1741724737.416,919.922,896.973,470.215,942.871,0.000
1741724737.419,999.512,999.512,-355.957,956.543,0.000
1741724737.423,862.305,431.152,-396.484,999.512,0.000
1741724737.427,-519.531,-969.238,-172.363,-222.656,0.000
1741724737.431,-1000.000,-1000.000,-365.723,-1000.000,0.000
1741724737.435,-934.082,-953.613,-732.910,-940.430,0.000
1741724737.439,-1000.000,-1000.000,-939.941,-1000.000,0.000
1741724737.443,-1000.000,-1000.000,-960.938,-1000.000,0.000
1741724737.447,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.451,-1000.000,-1000.000,-986.328,-1000.000,0.000
1741724737.455,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.459,-1000.000,-1000.000,-758.789,-1000.000,0.000
1741724737.462,-1000.000,-1000.000,-647.461,-1000.000,0.000
1741724737.466,-1000.000,-1000.000,-981.934,-1000.000,0.000
1741724737.470,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1741724737.474,-1000.000,-1000.000,-907.715,-1000.000,0.000
1741724737.478,-1000.000,-1000.000,-745.117,-1000.000,0.000
1741724737.482,-931.152,-933.594,-942.871,-929.688,0.000
1741724737.486,-1000.000,-1000.000,-997.070,-1000.000,0.000
1741724737.490,-686.035,-721.191,-681.641,-595.215,0.000
1741724737.494,763.672,726.074,-525.879,833.496,0.000
1741724737.498,999.512,999.512,-681.152,999.512,0.000
1741724737.501,908.203,907.227,-698.242,914.551,0.000
1741724737.505,985.840,985.840,-286.621,984.863,0.000
1741724737.509,969.727,970.703,251.953,970.703,0.000
1741724737.513,969.727,970.703,423.340,970.215,0.000
1741724737.517,969.727,970.703,82.031,970.703,0.000
1741724737.521,970.215,970.703,-66.895,970.215,0.000
1741724737.525,969.727,970.215,506.348,970.215,0.000
1741724737.529,969.727,970.703,592.285,970.703,0.000
1741724737.533,969.727,970.215,120.117,970.215,0.000
1741724737.537,969.727,970.703,76.660,970.215,0.000
1741724737.541,970.215,970.215,486.816,970.215,0.000
1741724737.544,969.727,970.215,798.828,970.215,0.000
1741724737.548,969.727,970.703,659.180,970.215,0.000
1741724737.552,969.727,970.215,760.742,970.703,0.000
1741724737.556,969.727,970.215,999.512,970.703,0.000
1741724737.560,969.727,970.703,915.527,970.703,0.000
1741724737.564,969.727,970.215,770.996,970.215,0.000
1741724737.568,969.727,970.703,626.953,970.703,0.000
1741724737.572,969.727,970.703,801.270,970.215,0.000
1741724737.576,979.004,985.840,999.512,973.145,0.000
1741724737.580,932.129,899.414,922.852,956.543,0.000
1741724737.584,979.004,999.512,644.043,930.664,0.000
1741724737.587,966.797,610.352,587.891,999.512,0.000
1741724737.591,-352.051,-836.914,951.172,-39.551,0.000
1741724737.595,-1000.000,-1000.000,645.996,-1000.000,0.000
1741724737.599,-935.059,-940.918,362.793,-955.078,0.000
1741724737.603,-1000.000,-1000.000,714.355,-989.746,0.000
1741724737.607,-1000.000,-1000.000,495.605,-1000.000,0.000
1741724737.611,-1000.000,-1000.000,187.500,-1000.000,0.000
1741724737.615,-1000.000,-1000.000,-51.270,-1000.000,0.000
1741724737.619,-1000.000,-1000.000,-205.078,-1000.000,0.000
1741724737.623,-1000.000,-1000.000,-127.930,-1000.000,0.000
1741724737.626,-1000.000,-1000.000,295.410,-1000.000,0.000
1741724737.630,-1000.000,-1000.000,310.547,-1000.000,0.000
1741724737.634,-1000.000,-1000.000,-317.871,-1000.000,0.000
1741724737.638,-1000.000,-1000.000,-166.504,-1000.000,0.000
1741724737.642,-1000.000,-1000.000,133.301,-1000.000,0.000
1741724737.646,-1000.000,-1000.000,261.719,-1000.000,0.000
1741724737.650,-1000.000,-1000.000,143.555,-1000.000,0.000
1741724737.654,-1000.000,-1000.000,-263.672,-1000.000,0.000
1741724737.658,-1000.000,-1000.000,-20.996,-1000.000,0.000
1741724737.662,-1000.000,-1000.000,-88.379,-1000.000,0.000
1741724737.665,-1000.000,-1000.000,-399.902,-1000.000,0.000
1741724737.669,-999.512,-994.141,-218.262,-1000.000,0.000
1741724737.673,-939.453,-947.266,17.090,-937.500,0.000
1741724737.677,-1000.000,-1000.000,125.977,-1000.000,0.000
1741724737.681,-194.336,-108.887,132.812,-219.238,0.000
1741724737.685,999.512,999.512,-90.332,999.512,0.000
1741724737.689,949.707,938.965,-64.941,954.102,0.000
1741724737.693,944.336,951.172,457.520,943.359,0.000
1741724737.697,976.074,974.609,639.648,977.051,0.000
1741724737.701,969.727,970.703,518.555,970.703,0.000
1741724737.705,969.727,970.215,480.957,970.703,0.000
1741724737.708,969.727,970.703,603.027,970.215,0.000
1741724737.712,969.727,970.703,782.227,970.215,0.000
1741724737.716,969.727,970.703,437.012,970.215,0.000
1741724737.720,969.727,970.703,578.125,970.215,0.000
1741724737.724,969.727,970.703,967.773,970.215,0.000
1741724737.728,969.727,970.215,879.883,970.703,0.000
1741724737.732,969.727,970.703,665.527,970.215,0.000
1741724737.736,969.727,970.215,625.000,970.215,0.000
1741724737.740,969.727,970.215,925.293,970.703,0.000
1741724737.744,969.727,970.703,996.582,970.215,0.000
1741724737.748,969.727,970.215,951.172,970.215,0.000
1741724737.751,969.727,970.215,700.195,970.703,0.000
1741724737.755,983.887,984.863,771.484,982.910,0.000
1741724737.759,913.086,899.414,999.512,920.410,0.000
1741724737.763,999.512,999.512,903.809,999.512,0.000
1741724737.767,804.199,560.547,526.367,867.188,0.000
1741724737.771,-610.840,-872.070,656.250,-516.113,0.000
1741724737.775,-1000.000,-1000.000,974.121,-1000.000,0.000
1741724737.779,-933.594,-944.336,591.309,-933.594,0.000
1741724737.783,-1000.000,-1000.000,56.641,-1000.000,0.000
1741724737.787,-1000.000,-1000.000,288.574,-1000.000,0.000
1741724737.791,-1000.000,-1000.000,608.887,-1000.000,0.000
1741724737.794,-1000.000,-1000.000,644.043,-1000.000,0.000
1741724737.798,-1000.000,-1000.000,535.156,-1000.000,0.000
1741724737.802,-1000.000,-1000.000,90.332,-1000.000,0.000
1741724737.806,-1000.000,-1000.000,96.191,-1000.000,0.000
1741724737.810,-1000.000,-1000.000,257.812,-1000.000,0.000
1741724737.814,-1000.000,-1000.000,39.062,-1000.000,0.000
1741724737.818,-1000.000,-1000.000,-326.660,-1000.000,0.000
1741724737.822,-1000.000,-1000.000,-301.758,-1000.000,0.000
1741724737.826,-1000.000,-990.234,-153.320,-1000.000,0.000
1741724737.830,-931.641,-953.613,-175.781,-931.641,0.000
1741724737.833,-1000.000,-1000.000,-378.418,-1000.000,0.000
1741724737.837,-312.988,-48.828,-302.734,-319.336,0.000
1741724737.841,999.512,999.512,-113.281,999.512,0.000
1741724737.845,968.750,931.641,-353.516,970.703,0.000
1741724737.849,935.059,956.055,-590.820,935.059,0.000
1741724737.853,979.492,973.633,-157.227,979.980,0.000
